id,document_id,page_number,label,readable_image_path,thumbnail_image_path,ocr_text,ocr_confidence,transcription_status,language
a46d0426-3078-521d-ab2b-6624cf1d19b2,06f67617-17c0-5c0f-b1b7-47bf662a7fba,108,Page 108,,documents/06f67617-17c0-5c0f-b1b7-47bf662a7fba/pdf-thumbnails/church-committee-foreign-military-intelligence-book-one/page-108.jpg,,,machine_ocr_from_pdf,English
105901d9-db2b-57e6-8da8-230eabcb03a7,06f67617-17c0-5c0f-b1b7-47bf662a7fba,109,Page 109,,documents/06f67617-17c0-5c0f-b1b7-47bf662a7fba/pdf-thumbnails/church-committee-foreign-military-intelligence-book-one/page-109.jpg,"VI. HISTORY            OF THE        CENTRAL           INTELLIGENCE                 AGENCY

                                      Introduction ^
   The current political climate and the mystique of secrecy surround-
      ing the intelligence profession have created misperceptions about the
Central Intelligence Agency. The CIA has come to be viewed as an
unfettered monolith, defining and determining its activities independ-
     ent of other elements of government and of the direction of American
foreign policy. This is a distortion. During its twenty-nine year his-
         tory, the Agency has been shaped by the course of international events,
by pressures from other government agencies, and by its own internal
norms. An exhaustive history of the CIA would demand an equally
exhaustive history of American foreign policy, the role of Congress
and the Executive, the other components of the intelligence community,
and an examination of the interaction among all these forces. Given
the constraints of time and the need to pursue other areas of research,
this was an impossible task for the Committee. Nonetheless, recogniz-.""
ing the multiple influences that have contributed to the Agency's de-
                      velopment, the Committee has attempted to broadly outline the CIA's
organizational evolution.

   An historical study of this nature serves two important purposes.
First, it provides a means of understanding the Agency's present struc-
        ture. Second, and more importantly, by analyzing the causal elements
in the CIA's patterns of activity, the study should illuminate the pos-
                sibilities for and the obstacles to future reform in the U.S. foreign
intelligence system.
   The concept of a peacetime central intelligence organization had
its origins in World War II with the Office of Strategic Services
(OSS). Through the driving initiative and single-minded determina-
      tion of General William J. Donovan, sponsor and later first director
of OSS, the organization became the United States' first central in-
                   telligence body. Although OSS was disbanded in 1945 and its func-
  ^ This section is the summary version of a longer history to be published as an
Appendix to the Committee's Final Report. This section and the longer history
are based on four principal groups of sources. Since classification restrictions pre-
        vent citing individual sources directly, the categories of sources are identified as
follows : (1 ) approximately seventy-five volumes from the series of internal CIA
histories, a rich if uneven collection of studies, which deal with individual com-
               ponents of the CIA, the administrations of the Directors of Central Intelligence,
and specialized areas of intelligence analysis. The histories have been compiled
since the late 1940's and constitute a unique institutional memory. (2) approxi-
              mately sixty interviews with present and retired Agency employees. These in-
                  terviews were invaluable in providing depth of insight and understanding to the
organization. (3) special studies and reports conducted both within and outside
the Agency. They comprise reviews of functional areas and of the overall admin-
                   istration of the CIA. (4) documents and statistics supplied to the Select Commit-
     tee by the CIA in response to specific requests. They include internal communica-
            tions, budgetary allocations, and information on grade levels and personnel
strengths.                                              (97)",,machine_ocr_from_pdf,English
380e80d3-5510-596b-acd1-32758ca833ac,06f67617-17c0-5c0f-b1b7-47bf662a7fba,110,Page 110,,documents/06f67617-17c0-5c0f-b1b7-47bf662a7fba/pdf-thumbnails/church-committee-foreign-military-intelligence-book-one/page-110.jpg,"98

  tional components reassigned to other government agencies, the exist-
          ence of OSS was important to the CIA, First, OSS provided an orga-
                          nizational precedent for the CIA ; like OSS, the CIA included clandes-
        tine collection and operations and intelligence analysis. Second, many
  OSS personnel later joined the CIA; in 1947, the year of the CIA's
  establishment, approximately one-third of the CIA's personnel were
  OSS veterans. Third, OSS suffered many of tiie same problems
  later experienced by the CIA; both encountered resistance to the
  execution of their mission from other government agencies, both ex-
                        perienced the difficulty of having their intelligence analysis ""heard,""
  and both were characterized by the dominance of their clandestine op-
                    erational components.
     Despite the similarities in the two organizations, OSS was an in-
                     strument ofwar, and Donovan and his organization were regarded by
 many as a group of adventurers, more concerned with derring-do op-
                   erations than with intelligence analysis. The post-war organization
 emerged from different circumstances from those that had fostered
 the development of OSS.
    Following the War, American policymakers conceived the idea
 of a peacetime central intelligence organization with a specific pur-
        pose in mind — to provide senior government officials with high-quality,
 objective intelligence analysis. At the time of the new agency's crea-
          tion, the military services and the State Department had their own
 independent intelligence capabilities. However, the value of their anal-
       ysis was limited, since their respective policy objectives often skewed
 their judgments. By reviewing and synthesizing the data collected by
 the State Department and the military services, a centralized body was
 intended to produce national intelligence estimates independent of
 policy biases. ""National"" intelligence meant integrated interdepart-
                mental intelligence that exceeded the perspective and competence of
 individual departments and that covered the broad aspects of national
 policy. ""Estimates"" meant predictive judgments on the policies and
motives of foreign governments rather than descriptive summaries
of daily events or ""current intelligence.""
    Although policymakers agreed on the necessity for national intel-
                ligence estimates, they did not anticipate or consider the constraints
that would impede achievement of their objective. As a result, the CIA
assumed functions very different from its principal mission, becoming
a competing producer of current intelligence and a covert operational
instrument in the American cold war offensive.
    The establishment of the Central Intelligence Agency coincided
with the emergence of the Soviet Union as the antagonist of the United
States. This was the single most important external factor in shaping
the Agency's development. Of equal importance were the internal orga-
                         nizational arrangements that determined the patterns of influence
within the Agency. In exploring the Agency's complex development,
this summary will address the following questions : Wliat institutional
and jurisdictional obstacles prevented the Agency from fulfilling its
original mission? To what extent have these obstacles persisted? In
what ways have U.S. foreign policy objectives influenced priorities in
the Agency's activities ? Wliat internal arrangements have determined
the Agency's emphases in intelligence production and in clandestine",,machine_ocr_from_pdf,English
c4a69d9b-f860-5b30-a72b-b30d35952568,06f67617-17c0-5c0f-b1b7-47bf662a7fba,111,Page 111,,documents/06f67617-17c0-5c0f-b1b7-47bf662a7fba/pdf-thumbnails/church-committee-foreign-military-intelligence-book-one/page-111.jpg,"99

activities? What accounts for the continued dominance of the clan-
            destine component within the Agency ? How have individual Directors
of Central Intelligence defined their roles and what impact have their
definitions had on the direction of the Agency? What impact did
technological developments have on the Agency and on the Agency's
relationship with the departmental intelligence services ?
   This study is not intended to catalogue the CIA's covert operations
but to present an analytical framework within which the CIA's poli-
     cies and practices may be understood. The following section summa-
      rizes the Agency's evolution by dividing its history into four segments :
1946-1952; 1953-1961; 1962-1970; and 1971-1975. Each period con-
              stitutes distinct
                       a        phase in the Agency's development.
A. The Central Intelligence Group and the Central Intelligence
                       Agency: 1946-1952

   The years 1946 to 1952 were perhaps the most crucial in deter-
             mining the functions of the central intelligence organization. The
period marked a dramatic transformation in the mission, size and
structure of the new entity. In 1946 the Central Intelligence Group
(CIG), the CIA's predecessor, was conceived and established as an
intelligence coordinating body to minimize the duplicative efforts of
the Departments and to provide objective intelligence analysis to senior
policymakers. By 1952 the Central Intelligence Agency was engaged
in independent intelligence production and covert operations. The CIG
was an extension of Executive departments ; its personnel and budget
were allocated from State, Army and Navy. By 1952 the CIA had
developed into an independent government agency commanding man-
          power and budget far exceeding anything originally imagined.
1. The Origins of the Central Intelligence Group
   As World War II ended, new patterns of decisionmaking emerged
within the United States Government. In the transition from war
to peace policymakers were redefining their organizational and in-
                         formational needs. As President, Franklin Roosevelt maintained a
highly personalized style of decisionmaking, relying primarily on in-
           formal conversations with senior officials. Truman preferred to confer
with his cabinet officers as a collective body. This meant that officials
in the State, War and Navy departments were more consistent partici-
        pants in Presidential decisions than they had been under Roosevelt.
From October through December 1945, U.S. Government agencies
 engaged in a series of policy debates about the necessity for and the
nature of the future United States intelligence capability.
    Three major factors dominated the discussions. The first was the
issue of postwar reorganization of the Executive branch. The debate
focussed around the question of an independent Air Force and the
unification of the services under a Department of Defense. Discussion
of a separate central intelligence agency and its structure, authority,
 and accountability was closely linked to the larger problem of defense
reorganization.
    Second, it was clear from the outset that no department was willing
 to consider resigning its existing intelligence function and accompany-",,machine_ocr_from_pdf,English
d7403e52-4a41-54d8-a743-ab4faf9668ed,06f67617-17c0-5c0f-b1b7-47bf662a7fba,112,Page 112,,documents/06f67617-17c0-5c0f-b1b7-47bf662a7fba/pdf-thumbnails/church-committee-foreign-military-intelligence-book-one/page-112.jpg,"100

ing personnel and budgetary allotments to a central agency. As
departmental representatives aired their preferences, maintenance of
independent capabilities was an accepted element in defining future
organization. Coordination, not centralization, was the maximum that
each Department was willing to concede.
   Third, the functions under discussion were intelligence analysis and
the dissemination of intelligence. The shadow of the Pearl Harbor
disaster dominated policymakers' thinking about the purpose of a
central intelligence agency. They saw themselves rectifying the condi-
       tions that allowed Pearl Harbor to happen — a fragmented military-
based intelligence apparatus which in current terminology could not
distinguish
available to senior ""signals""    from ""noise,"" let alone make its assessments
                           officials.
   Formal discussion on the subject of the central intelligence func-
      tion began in the fall of 1945. The Departments presented their sep-
         arate views, while two independent studies also examined the issue.
Inherent in all of the recommendations was the assumption that the
Departments would control the intelligence product. None advocated
giving a central independent group sole responsibility for collection
and analysis. All favored making the central intelligence body re-
                 sponsible tothe Departments themselves rather than to the President.
Each Department lobbied for an arrangement that would give itself
an advantage in intelligence coordination.
   The Presidential directive establishing the Central Intelligence
Group reflected these preferences. The Departments retained autonomy
over their intelligence services, and the CIG's budget and staff were
to be drawn from the separate agencies. Issued on January 22, 1946,
the directive provided the CIG with a Director chosen by the Presi-
       dent. The CIG was responsible for coordination, planning, evaluation,
and dissemination of intelligence. The National Intelligence Au-
              thority (NIA), a group comprised of the Secretary of State, the
Secretary of War, the Secretary of the Navy, and a personal repre-
                  sentative of the President served as the Group's supervisory body.
The Intelligence Advisorv Board (lAB), which included the heads
of the militarv and civilian intelligence agencies, was an advisory
group to the Director of Central Intelligence (DCI).
   Through budget, personnel, and oversight, the Departments had
assured control over the Central Intelligence Group. The CIG was
a creature of departments that were determined to maintain inde-
               pendent capabilities as well as their direct advisory relationship to
the President. In Januarv 1946 they succeeded in doing both; by re-
             taining autonomy over their intelligence operations, they established
the strone: institutional claims that would persist for the lifetime
of the Central Intelligence Agency.
^. The Directors of Central Intelligence^ 19^6-1952
   At a time when the new agency was developing its mission, the role
of its senior official was crucial. The Director of Central Intelligence
was responsible for representing the agency's interests to the Depart-
        ments and for pressing its jurisdictional claims. In large part the
strength of the agency relative to the Departments was dependent on
the stature that the DCI commanded as an individual. The four DCIs",,machine_ocr_from_pdf,English
4d5fe3ea-bdba-579e-a25e-1b31b6ba9a0c,06f67617-17c0-5c0f-b1b7-47bf662a7fba,113,Page 113,,documents/06f67617-17c0-5c0f-b1b7-47bf662a7fba/pdf-thumbnails/church-committee-foreign-military-intelligence-book-one/page-113.jpg,"101

from 1946 to 1952 rang^ed from providing only weak leadership to
firmly solidifying the new organization in the Washington bureauc-
      racy. Three of the four men were career military officers. Their appoint-
         ments were indicative of the degree of control the military services
managed to retain over the agency and the acceptance of the services'
primary role in the intelligence process.
   Sidney Souers, the first DCI, served from January to June 1946.
Though a rear admiral, he was not a military careerist but a business
executive, who had spent his wartime service in naval intelligence.
He accepted the job with the understanding that he would remain
only long enough to establish an organization. Having participated
in the drafting of the directive which created CIG, Souers had a fixed
concept of the central intelligence function — one that did not chal-
       lenge the position of the departmental intelligence components.
   Under Lieutenant General Hoyt Vandenberg, CIG moved beyond
production of coordinated intelligence to acquire a clandestine col-
            lection capability as well as authority to conduct independent re-
           search and analysis. Vandenberg was an aggressive, ambitious per-
                sonality, and as the nephew of Arthur Vandenberg, Chairman of the
Senate Foreign Relations Committee, exerted considerable influence
on behalf of the CIG. In May 1947, Vandenberg was succeeded by
Rear Admiral Roscoe Hillenkoetter. Two months after Hillenkoetter's
appointment, the CIG was reconstituted as the Central Intelligence
Agency. Hillenkoetter did not command the personal stature to suc-
                  cessfully assert the Agency's position relative to the Departments.
Nor did he possess the administrative ability to manage the Agency's
rapidly expanding functions.
   It was precisely because of Hillenkoetter's weakness that General
Walter Bedell Smith was selected to succeed him in October 1950.
Nicknamed ""the American Bulldog"" by Winston Churchill, Smith was
a tough-minded, hard-driving, often intimidating career military of-
      ficer who effected major organizational changes during his tenure.
Smith's temperament and his senior military status made him one of
the strongest DCIs in the Agency's history. He left the Agency in
February 1953.
3. The Evolution of the Central Intelligence Function^ 19Jt.6-1952
   The CIG had been established to rectify the duplication among
the military intelligence services and to compensate for their biases.
The rather vaguely conceived notion was that a small staff in the CIG
would assemble and review the raw data collected by the departmental
intelligence services and produce objective national estimates for the
use of senior American policymakers. Although in theory the concept
was reasonable and derived from informational needs, institutional
resistance make implementation virtually impossible. The depart-
           mental services jealously guarded both their information and what
they believed were their preroo:atives in providing policy guidance to
the President, making the CIG's primary mission an exercise in futil-
     ity. Limited in the execution of its responsibility for coordinated esti-
           mates, the CIG emerged within a year as a current intelligence
producer, generating its own summaries of daily events and thereby
competing with the Departments in the dissemination of information.",,machine_ocr_from_pdf,English
3f291005-846d-581e-9f93-db41802a391e,06f67617-17c0-5c0f-b1b7-47bf662a7fba,114,Page 114,,documents/06f67617-17c0-5c0f-b1b7-47bf662a7fba/pdf-thumbnails/church-committee-foreign-military-intelligence-book-one/page-114.jpg,"102


   An important factor in the change was the CIG's authorization to
carry out independent research and analysis ""not being presently per-
                     formed"" bythe other Departments. Under this authorization, granted
in the spring of 1946, the Office of Reports and Estimates (ORE) was
established. ORE's functions were manifold — the production of na-
                tional current intelligence, scientific, technical, and economic in-
                         tel igence as well as interagency coordination for national estimates.
With its own research and analysis capability, the CIG could carry
out an independent intelligence function without having to rely on the
departments for data. The change made the CIG an intelligence pro-
              ducer, while still assuming the continuation of its role as a coordina-
      tor for estimates.
   Yet acquisition of a research and analysis role meant that inde-
                       pendent production would outstrip coordinated intelligence as a
 primary mission. Fundamentally, it would be far easier to assimilate
 and analyze data than it had been or would be to engage the Depart-
             ments inproducing ""coordinated"" analysis.
   The same 1946 directive which provided the CIG with an independ-
     ent research and analysis capability also granted the CIG a clandestine
collection capability. Since the end of the war, the remnant of OSS's
clandestine collection capability rested with the Strategic Services
Unit (SSU) , then in the War Department. In the postwar dismantling
of OSS, SSU was never intended to be more than a temporary body,
and in the spring of 1946 SSU's duties, responsibilities and personnel
were transferred to CIG along with SSU's seven overseas field stations
and communications and logistical apparatus.
   The transfer resulted in the establishment of the Office of Special
Operations (OSO). OSO was responsible for espionage and counter-
                            espionage. From the beginning the data collected by OSO was highly
compartmented. ORE did not draw on OSO for its raw information.
Instead, overt collection was ORE's major source of data.
   Since its creation CIG had had two overt collection components.
The Domestic Contact Service (DCS) solicited domestic sources, in-
                   cluding travellers and businessmen for foreign intelligence informa-
       tion on a voluntary basis. The Foreign Broadcast Information Service
 (FBIS) an element of OSS, monitored overseas broadcasts. These
components together with foreign publications provided ORE with
most of its basic information.
   The acquisition of a clandestine collection capability and authoriza-
        tion to carry out independent research and analysis enlarged CIG's
personnel strength considerably. As of June 1946 the total CIG staff
numbered approximately 1,816. Proportionately, approximately one-
third were overseas with OSO. Of those stationed in Washington,
approximately half were devoted to administrative and support func-
            tions, one-third were assigned to OSO, and the remainder to intelli-
           gence production.
   The passage of the National Security Act in July 1947 legislated
the changes in the Executive branch that had been under discussion
since 1945. The Act established an independent Air Force, provided
for coordination by a committee of service chiefs, the Joint Cliiefs of
Staff (JCS), and a Secretaiy of Defense, and created the National",,machine_ocr_from_pdf,English
351a69fa-76b3-5225-8a45-2231d1a08b83,06f67617-17c0-5c0f-b1b7-47bf662a7fba,115,Page 115,,documents/06f67617-17c0-5c0f-b1b7-47bf662a7fba/pdf-thumbnails/church-committee-foreign-military-intelligence-book-one/page-115.jpg,"103


Security Council (NSC). The CIG became an independent depart-
        ment and was renamed the Central Intelligence Agency.
   Under the Act, the CIA's mission was only loosely defined, since
efforts to thrash out the CIA's duties in specific terms would have con-
               tributed to the tension surrounding the unification of the services. The
four general tasks assigned to the Agency were (1) to advise the NSC
on matters related to national security; (2) to make recommendations
to the NSC regarding the coordination of intelligence activities of the
Departments; (3) to correlate and evaluate intelligence and provide
for its appropriate dissemination and (4) ""to perform such other
functions ... as the NSC will from time to time direct. ...""
   The Act did not alter the functions of the CIG. Clandestine collec-
       tion, overt collection, production of national current intelligence and
interagency coordination for national estimates continued, and the per-
           sonnel and internal structure remained the same.
   The Act affirmed the CIA's role in coordinating the intelligence
activities of the State Department and the military — determining
which activities would most appropriately and most efficiently be
conducted by which Departments to avoid duplication. In 1947 the
Intelligence Advisory Committee (lAC) was created to serve as a
coordinating body in establishing intelligence requirements ^ among
the Departments. Chaired by the DCI, the Committee included repre-
           sentatives from the Departments of State, Army, Air Force, the Joint
Chiefs of Staff, and the Atomic Energy Commission. Although the
DCI was to establish priorities for intelligence collection and analysis,
he did not have the budgetary or administrative authority to control
the departmental components. Moreover, no Department was willing
to compromise what it perceived as its own intelligence needs to
meet the collective needs of policymakers as defined by the DCI.
   As the CIA evolved between 1947 and 1950, it never fulfilled its
estimates function but continued to expand its independent intelligence
production. In July 1949 an internal study conducted by a senior
ORE staff member stated that ORE's emphasis in production had
shifted ""from the broad long-term type of problem to a narrowly
defined short-term type and from the predictive to the non-predictive
type."" In 1949 ORE had eleven regular publications. Only one of
these addressed national intelligence questions and was published
with the concurrence or dissent of the other departments. Less than
one-tenth of ORE's products were serving the purpose for which the
CIG and the CIA had been created.
If.. The Reorganization of the Intelligence Function^ 1950
   By the time Walter Bedell Smith became DCI in 1950, it was clear
that the CIA's record on the production of national intelligence esti-
        mates had fallen far short of expectation. ORE had become a direc-
           tionless service organization, attempting to answer requirements levied
by all agencies related to all manner of subjects — politics, economics,
science, and technology. The wholesale growth had only confused
ore's mission and led the organization into attempting analysis in
areas already adequately covered by other departments. Likewise, the

  ^ Requirements constitute the informational objectives of intelligence collec-
      tion, e.g., in 1947 determining Soviet troop strengths in iJastern Europe.",,machine_ocr_from_pdf,English
e0410173-e879-50f6-af34-5b3ca790ba88,06f67617-17c0-5c0f-b1b7-47bf662a7fba,116,Page 116,,documents/06f67617-17c0-5c0f-b1b7-47bf662a7fba/pdf-thumbnails/church-committee-foreign-military-intelligence-book-one/page-116.jpg,"104

obstacles posed by the Departments prevented the DCI and the
Agency from carrying out coordination of the activities of the depart-
             mental intelligence components.
   These problems appeared more stark following the outbreak of
the Korean War in June 1950. Officials in the Executive branch and
members of Congress criticized the Agency for its failure to predict
more specifically the timing of the North Korean invasion of South
Korea. Immediately after his appointment as DCI in October 1950,
Smith discovered that the Agency had no current coordinated esti-
        mate of the situation in Korea. Under the pressure of war, demands
for information were proliferating, and it was apparent that ORE
could not meet those demands.
   Smith embarked on a program of reorganization. His most signifi-
       cant change was the creation of the Office of National Estimates
(ONE), whose sole purpose was to produce National Intelligence
Estimates (NIEs) . There were two components in ONE, a staff which
drafted the estimates and a senior body, known as the Board of Na-
           tional Estimates, which reviewed the estimates, coordinated the judg-
           ments with other agencies, and negotiated over their final form.
   Smith also attempted to redefine the DCI's position in relation to
the departmental intelligence components. From 1947 to 1950 the DCIs
had functioned at the mercy of the Departments rather than exercising
direction over them. By formally stating his position as the senior
member of the Intelligence Advisory Committee, Smith tried to as-
        sume adegree of administrative control over departmental activities.
Nonetheless, the obstacles remained, and personal influence, rather
than recognized authority, determined the effectiveness of Smith and
his successors in interdepartmental relationships.
   In January 1952, CIA's intelligence functions were grouped under
the Directorate for Intelligence (DDI), ORE was dissolved and
its personnel were reassigned. In addition to ONE, the DDI's
intelligence production components included : the Office of Research
and Reports (ORR), which handled economic and geographic intelli-
              gence; the Office of Scientific Intelligence (OSI), which engaged in
basic scientific research ; and the Office of Current Intelligence (OCI) ,
which provided current political research. Collection of overt infor-
               mation was the responsibility of the Office of Operations (00). The
Office of Collection and Dissemination (OCD) engaged in the dis-
                          semination ofintelligence as well as storage and retrieval of un-
evaluated intelligence.
   The immediate pressures for information generated by the Korean
War resulted in continued escalation in size and intelligence produc-
       tion. Government-wide demands for the Agency to provide informa-
      tion on Communist intentions in the Far East and around the world
justified the increases. By the end of 1953 DDI personnel numbered
3,338. Despite the sweeping changes, the fundamental problem of
duplication among the Agency and the Departments remained. DDI's
major effort was independent intelligence production rather than co-
                       ordinated national estimates.
5. Clandestine Operations
  The concept of a central intelligence agency developed out of a
concern for the quality of intelligence analysis available to policy-",,machine_ocr_from_pdf,English
aea93a89-cfb8-5227-8e42-aed985cdcf86,06f67617-17c0-5c0f-b1b7-47bf662a7fba,117,Page 117,,documents/06f67617-17c0-5c0f-b1b7-47bf662a7fba/pdf-thumbnails/church-committee-foreign-military-intelligence-book-one/page-117.jpg,"105


makers. The 1945 discussion which surrounded the creation of the CIG
focussed exclusively on the problem of production of coordinated intel-
                 ligence judgments. Tavo years later, debates on the CIA in both the
Congress and the Executive assumed only a collection and analysis
role for the newly constituted Agency. Yet, within one year of the
passage of the National Security Act, the CIA was charged with the
conduct of covert psychological, political, paramilitary, and economic
activities.^ The acquisition of this mission had a profound impact on
the direction of the Agency and on its relative stature within the
government.
   The suggestion for the initiation of covert operations did not origi-
        nate in the CIA, but with senior U.S. officials, among them Secretary
of War James Patterson, Secretary of Defense James Forrestal, Sec-
              retary of State George Marshall, and George Kennan, Director of the
State Department's Policy Planning Staff. Between 1946 and 1948
policymakers proceeded from a discussion of the possibility of initiat-
      ing covert psychological operations to the establishment of an organi-
              zation to conduct a full range of covert activities. The decisions were
gradual but consistent, spurred on by the growing concern over Soviet
intentions.
   By late 1946 cabinet officials were preoccupied with the Soviet
threat, and over the next year their fears intensified. For U.S. policy-
                    makers, international events seemed to be a sequence of Soviet incur-
            sions. In March 1946 the Soviet Union refused to withdraw its troops
from the Iranian province of Azerbaijan; two months later civil war
involving Communist rebel forces erupted in Greece. In 1947 Com-
                    munists assumed power in Poland, Hungary and Rumania, and in the
Philippines the government was under attack by the Hukbalahaps, a
communist-led guerrilla group. In February 1948 Communists staged
a successful coup in Czechoslovakia. At the same time France and
 Italy were beleaguered by a wave of Communist-inspired strikes. Poli-
                         cymakers could, and did, look at these developments as evidence of
 the need for the United States to respond.
    In March 1948 near hysteria gripped the U.S. Government with
 the so-called ""war scare."" The crisis was precipitated by a cable from
 General Lucius Clay, Commander in Chief, European Command, to
 Lt. General Stephen J. Chamberlin, Director of Intelligence, Army
 General Staff, in which Clay said, ""I have felt a subtle change in
 Soviet attitude which I cannot define but which now gives me a feeling
 that it [war] may come with dramatic suddenness."" The war scare
 launched a series of interdepartmental intelligence estimates on the
 likelihood of a Soviet attack on Western Europe and the United
 States. Although the estimates concluded that there was no evidence
 the U.S.S.R. would start a war. Clay's cable had articulated the degree
 of suspicion and outright fear of the Soviet Union that was shared
 by policymakers in 1948.
    For U.S. officials, the perception of the Soviet Union as a global
 threat demanded new modes of conduct in foreign policy to supple-
   * Psychological oi)erations were primarily media-related activities, including
 unattributed publications, forgeries, and subsidization of publications ; jwlitical
 action involved exploitation of dispossessed persons and defectors, and support to
 political parties ; paramilitary activities included support to guerrillas and sabo-
       tage ;economic activities consisted of monetary and fiscal operations.


    3-983 O - 76 - 8",,machine_ocr_from_pdf,English
e76c33ac-7c7c-53dc-8739-c4ebf2dc9fbb,06f67617-17c0-5c0f-b1b7-47bf662a7fba,118,Page 118,,documents/06f67617-17c0-5c0f-b1b7-47bf662a7fba/pdf-thumbnails/church-committee-foreign-military-intelligence-book-one/page-118.jpg,"106

 ment the traditional alternatives of diplomacy and war. Massive
 economic aid represented one new method of achieving U.S. foreign
 policy objectives. In 1947 the United States had embarked on an un-
                         precedented economic assistance program to Europe with the Truman
 Doctrine and the Marshall Plan. By insuring economic stability, U.S.
 officials hoped to limit Soviet encroachments. Covert operations rep-
                 resented another, more activist departure in the conduct of U.S. peace-
          time foreign policy. Covert action was an option that was something
more than diplomacy but still short of war. As such, it held the
promise of frustrating Soviet ambitions without provoking open
conflict.
    The organizational arrangements for the conduct of covert opera-
          tions reflected both the concept of covert action as defined by U.S. offi-
           cials and the perception of the CIA as an institution. Both the
activities and the institution were regarded as extensions of the State
Department and the military services. Covert action was to serve a
support function to foreign and military policy preferences, and the
CIA was to provide the vehicle for the execution of those preferences.
    In June 1948, a CIA component, the Office of Special Projects, soon
renamed the Office of Policy Coordination (OPC), was established
for the execution of covert operations. The specific activities included
psychological warfare, political warfare, economic warfare, and para-
                  military activities. OPC's budget and personnel were appropriated
within CIA allocations, but the DCI had no authority in determining
OPC's acti\'ities. Responsibility for the direction of OPC rested with
the Office's director, appointed by the Secretary of State. Policy guid-
      ance— decisions on the need for specific activities — came to the OPC
director from State and Defense, bypassing the DCI.
   In recommending the development of a covert action capability in
1948, policymakers intended to make available a small contingency
force with appropriate funding that could mount operations on a lim-
        ited basis. Senior officials did not plan to develop large-scale con-
               tinuing activities. Instead, they hoped to establish a small capability
that could be activated when and where the need occurred — at their
discretion.
6. The Office of Policy Coordination, 191^8-1952
   OPC developed into a far different organization from that envi-
          sioned by Forrestal, Marshall, and Kennan. By 1952, when it merged
with the Agency's clandestine collection component, the Office of Spe-
      cial Operations, OPC had innumerable activities worldwide, and it
had achieved the institutional independence that was unimaginable
at the time of its inception.
   The outbreak of the Korean War in the summer of 1950 had a sig-
             nificant effect on OPC. Following the North Korean invasion of South
Korea, the State Department as well as the Joint Chiefs of Staff re-
             quested the initiation of paramilitary activities in Korea and China.
OPC's participation in the war effort contributed to its transforma-
      tion from an organization that was to provide the capability for a
limited number of ad hoc operations to an organization that conducted
continuing, ongoing activities on a massive scale. In concept, man-
          power, budget, and scope of activities, OPC simply skyrocketed. The
comparative figures for 1949 and 1952 are staggering. In 1949 OPC's",,machine_ocr_from_pdf,English
9ad71ea8-d1ef-5acf-9dee-a5b4835a4407,06f67617-17c0-5c0f-b1b7-47bf662a7fba,119,Page 119,,documents/06f67617-17c0-5c0f-b1b7-47bf662a7fba/pdf-thumbnails/church-committee-foreign-military-intelligence-book-one/page-119.jpg,"107

total personnel strength was 302 ; in 1952 it was 2,812 plus 3,142 over-
      seas contract personnel. In 1949 OPC's budget figure was $4,700,000 ;
in 1952 it was $82,000,000. In 1949 OPC had personnel assigned to
seven overseas stations; in 1952 OPC had personnel at forty-seven
stations.*
   Apart from the impetus provided by the Korean War several other
factors converged to alter the nature and scale of OPC's activities.
First, policy direction took the form of condoning and fostering ac-
          tivity without providing scrutiny and control. Officials throughout the
government regarded the Soviet Union as an aggressive force, and
OPC's activities were initiated and justified on the basis of this shared
perception. The series of NSC directives wliich authorized covert op-
                erations laid out broad objectives and stated in bold terms the neces-
       sity for meeting the Soviet challenge head on. After the first 1948
directive authorizing covert action, subsequent directives in 1950 and
1951 called for an intensification of these activities without establish-
     ing firm guidelines for approval. State and Defense guidance to OPC
quickly became very general, couched in terms of overall goals rather
than specific activities. This allowed OPC maximum latitude for the
initiation of activities or ""projects,"" the OPC term.
   Second, OPC operations had to meet the very different policy needs
of the State and Defense Departments. The State Department encour-
         aged political action and propaganda activities to support its diplo-
           matic objectives, while the Defense Department requested paramili-
        tary activities to support the Korean War effort and to counter Com-
                                   munist-associated guerrillas. These distinct missions required OPC to
develop and maintain different capabilities, including manpower and
support material.
   The third factor contributing to OPC's expansion was the organi-
                 zational arrangements that created an internal demand for projects.
To correlate the requirements of State and Defense with its operations,
OPC adopted a project system rather than a programmed financial
system. This meant that OPC activities were organized around proj-
      ects rather than general programs or policy objectives and that OPC
budgeted in terms of anticipated numbers of projects. The project
system had important internal effects. An individual within OPC
judged his own performance, and was judged by others, on the im-
                  portance and number of projects he initiated and managed. The result
was competition among individuals and among the OPC divisions to
generate the maximum number of projects. Projects remained the
fundamental units around which covert activities were organized, and
two generations of Agency personnel have been conditioned by this
system.
7. OPC Integration and the OPC-OSO Merger
   The creation of OPC and its ambiguous relationship to the Agency
precipitated two major administrative problems : the DCI's relation-
       ship to OPC, and antagonism between OPC and the Agency's clandes-
      tine collection component, the Office of Special Operations. DCI Wal-
    ter Bedell Smith acted to rectify both problems.

   * Congress in 1949 enacted legislation exempting the DCI from the necessity
of accounting for specific disbursements.",,machine_ocr_from_pdf,English
